lalvoterid,zip,age,gender,religion,ethnicity
LALDC593250914,20020,22,F,,Likely African-American
LALDC593252574,20019,43,F,,Likely African-American
LALDC596415852,20020,46,F,,Likely African-American
LALDC596419245,20010,33,M,,Likely African-American
LALDC596419552,20001,33,F,,European
LALDC596424670,20007,52,F,Catholic,European
LALDC596425012,20010,27,F,,Other
LALDC611046081,20003,49,F,,Likely African-American
LALDC611049197,20002,23,F,,Likely African-American
LALDC611052725,20016,61,M,,Other
LALDC611053259,20002,29,M,,European
LALDC611054892,20002,32,F,,European
LALDC611056430,20011,34,M,,European
LALDC611056758,20008,32,F,,European
LALDC611059159,20008,51,M,,Other
LALDC611062143,20011,25,F,,Likely African-American
LALDC611063904,20010,27,F,,Likely African-American
LALDC611067252,20002,27,M,,European
LALDC611067318,20008,30,F,,European
LALDC611069071,20005,29,F,,European
LALDC611070241,20032,57,,,Likely African-American
LALDC611077409,20010,38,F,,European
LALDC611077510,20008,32,F,,European
LALDC611077674,20016,33,M,,
LALDC630229348,20019,49,M,,Likely African-American
LALDC630231667,20010,32,F,,European
LALDC630232613,20002,45,M,,Likely African-American
LALDC630235073,20009,29,F,,East and South Asian
LALDC641950519,20009,52,F,,Hispanic and Portuguese
LALDC641956791,20002,37,M,,European
LALDC641960281,20010,40,M,,European
LALDC641963144,20032,38,F,,Likely African-American
LALDC641963937,20007,46,F,,Hispanic and Portuguese
LALDC641964841,20001,38,M,,Likely African-American
LALDC174603950,20018,85,M,Protestant,Likely African-American
LALDC174609004,20016,81,M,Protestant,European
LALDC174609956,20017,94,M,,Likely African-American
LALDC174617359,20005,81,F,,European
LALDC174617366,20016,73,F,Catholic,European
LALDC174622075,20009,76,M,Jewish,
LALDC174622579,20016,81,M,Protestant,European
LALDC174626193,20008,73,F,,Likely African-American
LALDC174627329,20019,72,F,Protestant,Likely African-American
LALDC174637156,20008,78,F,Catholic,European
LALDC174638944,20012,89,F,Protestant,Likely African-American
LALDC174643234,20001,76,F,Protestant,Likely African-American
LALDC174647522,20016,83,M,Protestant,European
LALDC174650226,20011,68,F,Protestant,Likely African-American
LALDC174652848,20009,62,M,Protestant,European
LALDC174658129,20005,71,M,Protestant,European
LALDC174658432,20016,67,F,Jewish,
LALDC174660938,20007,76,M,Protestant,European
LALDC174663194,20008,63,M,Catholic,European
LALDC174669130,20010,54,F,,Likely African-American
LALDC174677147,20008,73,F,Protestant,East and South Asian
LALDC174691515,20016,72,F,,Likely African-American
LALDC174697556,20011,63,F,Protestant,Likely African-American
LALDC174699089,20019,54,M,Protestant,Likely African-American
LALDC174700464,20002,60,M,Protestant,Likely African-American
LALDC174702269,20032,59,F,,Likely African-American
LALDC174711496,20016,64,F,Protestant,European
LALDC174717206,20011,70,F,Protestant,Likely African-American
LALDC174717371,20019,49,M,Protestant,Likely African-American
LALDC174718956,20037,60,F,Protestant,European
LALDC174719991,20018,48,F,,Likely African-American
LALDC174722319,20009,55,M,Protestant,European
LALDC174723549,20032,75,F,Protestant,Likely African-American
LALDC174724184,20011,72,M,Protestant,Likely African-American
LALDC174724381,20018,50,F,Protestant,Hispanic and Portuguese
LALDC174725063,20018,52,M,Protestant,Likely African-American
LALDC174728954,20011,54,F,Jewish,
LALDC174731676,20011,70,F,Protestant,European
LALDC174732455,20010,79,F,Protestant,Likely African-American
LALDC174741877,20018,57,F,Islamic,Other
LALDC174742130,20011,53,F,Protestant,Likely African-American
LALDC174744951,20008,59,M,Protestant,European
LALDC174745218,20009,45,M,,Hispanic and Portuguese
LALDC174747028,20019,62,F,,Likely African-American
LALDC174753720,20016,67,F,Protestant,European
LALDC174753881,20005,57,M,Protestant,European
LALDC174753989,20020,58,M,Protestant,Likely African-American
LALDC174754946,20002,74,M,Protestant,Likely African-American
LALDC174758321,20016,61,F,Protestant,European
LALDC174759122,20016,64,F,Catholic,Likely African-American
LALDC174760549,20016,53,M,,European
LALDC174763042,20009,97,M,Protestant,European
LALDC174765064,20020,46,F,,Likely African-American
LALDC174772963,20019,59,F,Protestant,Likely African-American
LALDC174777222,20016,55,F,Catholic,European
LALDC174779383,20020,41,F,,Likely African-American
LALDC174779555,20016,84,M,Protestant,European
LALDC174781627,20008,58,M,,
LALDC174782342,20002,50,M,Protestant,European
LALDC174782507,20009,49,M,,East and South Asian
LALDC174782801,20017,48,M,,European
LALDC174783000,20009,47,M,Protestant,Likely African-American
LALDC174784396,20003,46,F,Protestant,Likely African-American
LALDC174784929,20020,68,F,Protestant,Likely African-American
LALDC174798252,20010,88,M,Catholic,Hispanic and Portuguese
LALDC174799554,20011,89,F,Protestant,Likely African-American
LALDC174806357,20001,39,,,Likely African-American
LALDC174810991,20019,41,F,,Likely African-American
LALDC174811437,20009,39,F,Protestant,Likely African-American
LALDC174811710,20019,29,F,,Likely African-American
LALDC174811911,20032,39,F,,Likely African-American
LALDC174816154,20020,39,F,Protestant,Likely African-American
LALDC174817047,20008,42,F,,European
LALDC174818131,20010,38,M,,Hispanic and Portuguese
LALDC174825556,20008,48,M,Protestant,European
LALDC174827812,20001,50,,,East and South Asian
LALDC174844285,20002,75,M,Protestant,European
LALDC174847384,20015,47,M,Greek Orthodox,European
LALDC174848285,20002,44,M,Protestant,European
LALDC174853807,20015,44,F,,European
LALDC174855408,20019,43,M,,Likely African-American
LALDC174857949,20020,38,F,,Likely African-American
LALDC174862435,20001,80,F,,Likely African-American
LALDC174868752,20017,83,M,Protestant,Likely African-American
LALDC174877632,20011,42,M,Catholic,European
LALDC174882457,20019,35,F,,Likely African-American
LALDC174884084,20016,62,F,Catholic,European
LALDC174886102,20020,35,F,Protestant,Likely African-American
LALDC174886636,20007,46,M,,
LALDC174888587,20008,52,M,,European
LALDC174888684,20001,92,F,Protestant,Likely African-American
LALDC174890486,20010,65,F,Protestant,Likely African-American
LALDC174892317,20011,42,M,,European
LALDC174899567,20011,83,M,,Likely African-American
LALDC174908417,20036,81,F,Catholic,Hispanic and Portuguese
LALDC174913265,20002,64,M,Protestant,Likely African-American
LALDC174921705,20019,33,F,,Likely African-American
LALDC174927276,20032,49,M,,Likely African-American
LALDC174927414,20001,42,F,,European
LALDC174928696,20020,61,M,Protestant,Likely African-American
LALDC174931782,20032,57,M,,Likely African-American
LALDC174935233,20005,67,M,,Likely African-American
LALDC174938912,20009,67,F,,
LALDC174942872,20011,74,F,Protestant,Likely African-American
LALDC174943833,20018,44,M,Protestant,Likely African-American
LALDC174960958,20032,37,F,,European
LALDC174968124,20003,36,F,,Likely African-American
LALDC174968839,20009,62,M,,European
LALDC174970670,20020,40,F,,Likely African-American
LALDC174972053,20020,70,M,,Likely African-American
LALDC174976274,20011,39,M,Jewish,European
LALDC174984386,20019,35,F,,Likely African-American
LALDC174992435,20008,59,F,Catholic,European
LALDC174994168,20019,31,M,,Likely African-American
LALDC174997337,20001,40,F,,Likely African-American
LALDC175010230,20019,61,M,,Likely African-American
LALDC175028782,20011,28,M,,European
LALDC175043081,20020,33,F,,Likely African-American
LALDC175043908,20007,39,F,,European
LALDC175047916,20001,44,M,,
LALDC175050926,20011,37,M,,Likely African-American
LALDC175051374,20032,56,M,,Likely African-American
LALDC175052862,20002,43,F,,European
LALDC175053757,20019,32,F,,Likely African-American
LALDC175054594,20002,59,F,,Likely African-American
LALDC175054645,20003,42,M,,Likely African-American
LALDC175057279,20032,31,F,Jewish,
LALDC175059658,20011,48,F,Protestant,Likely African-American
LALDC175060542,20019,49,M,,Likely African-American
LALDC175066597,20018,43,F,,Hispanic and Portuguese
LALDC409306622,20037,61,M,,Other
LALDC409309510,20003,48,F,Protestant,Likely African-American
LALDC409310548,20008,74,F,Christian,
LALDC409311041,20020,54,F,,Likely African-American
LALDC409315520,20020,62,F,,Likely African-American
LALDC409326746,20011,34,M,,Likely African-American
LALDC409330655,20024,42,F,,European
LALDC409331660,20009,50,M,,European
LALDC409332842,20019,76,F,,Likely African-American
LALDC409335063,20011,63,M,,Likely African-American
LALDC409335231,20019,56,M,,Likely African-American
LALDC409336403,20003,36,M,,Hispanic and Portuguese
LALDC409339349,20037,59,M,,European
LALDC409346893,20019,74,F,,Likely African-American
LALDC409348410,20003,30,F,Protestant,Likely African-American
LALDC430627962,20002,46,M,,Likely African-American
LALDC430629852,20002,40,F,,European
LALDC430629887,20001,53,M,,East and South Asian
LALDC430632137,20019,26,M,,Likely African-American
LALDC440793914,20016,67,F,,European
LALDC455562177,20012,61,M,,Likely African-American
LALDC455562711,20001,58,F,Catholic,European
LALDC455562882,20002,30,F,,European
LALDC455563103,20009,55,M,,European
LALDC455564510,20018,30,M,,Likely African-American
LALDC455566800,20002,32,F,,Likely African-American
LALDC455569504,20024,43,M,,European
LALDC455573448,20019,62,M,,Hispanic and Portuguese
LALDC455578418,20001,50,M,,Likely African-American
LALDC455579008,20019,65,M,Jewish,
LALDC455585856,20052,47,M,,East and South Asian
LALDC471468774,20002,39,F,,
LALDC471469751,20020,45,M,,Likely African-American
LALDC471470870,20012,49,F,,Likely African-American
LALDC471471152,20020,32,M,,Likely African-American
LALDC471473560,20011,84,M,,European
LALDC471474362,20032,62,M,,European
LALDC471474762,20003,27,F,,Likely African-American
LALDC471478810,20002,32,M,,Likely African-American
LALDC475448462,20009,54,M,Jewish,European
LALDC475450449,20019,59,F,,Likely African-American
LALDC475452542,20018,37,F,,Likely African-American
LALDC475455486,20009,62,M,,European
LALDC475455906,20011,59,M,,Likely African-American
LALDC475458359,20010,45,F,,European
LALDC475461147,20018,71,F,,Likely African-American
LALDC475461177,20002,61,M,,European
LALDC486516661,20001,46,M,Jewish,European
LALDC486522221,20010,50,F,,European
LALDC486522997,20011,43,F,,Likely African-American
LALDC486525195,20009,61,M,,Hispanic and Portuguese
LALDC174603910,20020,85,M,Protestant,Likely African-American
LALDC174604542,20011,92,F,Protestant,Likely African-American
LALDC174610905,20015,82,F,Buddhist,East and South Asian
LALDC174611322,20016,83,F,Eastern Orthodox,Other
LALDC174614294,20011,73,F,Protestant,Likely African-American
LALDC174622100,20008,84,F,Protestant,European
LALDC174626691,20010,72,F,Protestant,Likely African-American
LALDC174628662,20007,75,F,Jewish,European
LALDC174628796,20003,74,F,Jewish,
LALDC174630200,20019,80,F,Protestant,Likely African-American
LALDC174634817,20007,75,F,Jewish,European
LALDC174635561,20011,61,M,,Likely African-American
LALDC174636825,20020,59,F,Protestant,Likely African-American
LALDC174642599,20020,69,M,,Likely African-American
LALDC174645857,20020,89,M,Protestant,Likely African-American
LALDC174647707,20007,68,F,Catholic,Hispanic and Portuguese
LALDC174649482,20002,74,F,Protestant,European
LALDC174650385,20019,60,M,,Likely African-American
LALDC174650523,20020,67,F,Protestant,Likely African-American
LALDC174652749,20011,75,F,Protestant,Likely African-American
LALDC174659391,20032,61,F,Protestant,Likely African-American
LALDC174660461,20002,69,F,,Likely African-American
LALDC174662362,20024,60,F,,European
LALDC174663336,20019,57,M,,Likely African-American
LALDC174664514,20003,71,M,,European
LALDC174666583,20002,75,F,Protestant,European
LALDC174669968,20001,54,F,,Likely African-American
LALDC174672507,20016,61,M,Protestant,European
LALDC174674424,20011,86,F,Protestant,Likely African-American
LALDC174678997,20011,54,M,Protestant,Hispanic and Portuguese
LALDC174681940,20012,52,M,,Likely African-American
LALDC174684090,20002,51,F,Protestant,Likely African-American
LALDC174685220,20019,81,F,Protestant,Likely African-American
LALDC174687001,20011,67,M,Protestant,Likely African-American
LALDC174687382,20019,57,F,,Likely African-American
LALDC174687599,20020,59,F,Protestant,Likely African-American
LALDC174699189,20002,60,M,,European
LALDC174704838,20032,49,M,Protestant,Likely African-American
LALDC174707787,20019,61,F,Protestant,Likely African-American
LALDC174714727,20001,56,M,,European
LALDC174718639,20010,58,F,Protestant,Likely African-American
LALDC174721613,20020,71,F,,Likely African-American
LALDC174722127,20011,78,M,,Likely African-American
LALDC174727344,20024,71,F,Catholic,European
LALDC174727350,20019,53,M,Protestant,Likely African-American
LALDC174731545,20018,67,F,,Likely African-American
LALDC174734695,20018,67,M,,Likely African-American
LALDC174734883,20007,73,F,,Hispanic and Portuguese
LALDC174735492,20020,46,F,Protestant,Likely African-American
LALDC174735938,20019,55,F,Protestant,Likely African-American
LALDC174739245,20010,56,F,,Likely African-American
LALDC174745186,20016,54,M,Eastern Orthodox,Other
LALDC174746730,20007,71,F,Protestant,European
LALDC174750323,20017,66,F,Protestant,Likely African-American
LALDC174754094,20010,84,M,Protestant,Likely African-American
LALDC174762409,20001,60,F,Jewish,European
LALDC174762507,20017,58,F,Protestant,European
LALDC174778122,20009,44,M,Catholic,Hispanic and Portuguese
LALDC174782951,20024,46,F,,Likely African-American
LALDC174783547,20017,51,M,,European
LALDC174787240,20011,38,M,,Likely African-American
LALDC174791533,20011,43,F,,Likely African-American
LALDC174791633,20015,47,F,,European
LALDC174802196,20009,55,M,,European
LALDC174803620,20009,51,F,,Other
LALDC174805701,20002,53,M,Catholic,European
LALDC174806921,20017,62,F,Catholic,Hispanic and Portuguese
LALDC174812051,20017,40,F,Protestant,Likely African-American
LALDC174813363,20020,59,M,,Likely African-American
LALDC174814904,20019,37,F,Protestant,Likely African-American
LALDC174826058,20010,40,F,,
LALDC174826801,20009,62,F,,Other
LALDC174828092,20001,59,M,Protestant,European
LALDC174828142,20008,55,M,Catholic,European
LALDC174828238,20015,55,M,Catholic,European
LALDC174844212,20001,43,M,Islamic,
LALDC174847858,20008,68,M,,European
LALDC174851042,20012,37,M,,European
LALDC174854198,20008,49,F,,European
LALDC174856041,20002,50,M,,Likely African-American
LALDC174859119,20012,65,F,Protestant,Likely African-American
LALDC174859612,20019,45,F,,Likely African-American
LALDC174863608,20032,36,F,Protestant,Likely African-American
LALDC174865114,20032,46,F,,Likely African-American
LALDC174868928,20017,43,M,,European
LALDC174869347,20011,85,F,Protestant,Likely African-American
LALDC174870275,20011,42,M,Jewish,
LALDC174876251,20011,35,F,Protestant,Likely African-American
LALDC486525381,20011,33,F,,Likely African-American
LALDC486527510,20002,42,M,Protestant,Likely African-American
LALDC505985067,20010,60,M,,Likely African-American
LALDC505986141,20009,30,F,,European
LALDC505987016,20011,63,M,,East and South Asian
LALDC505987900,20024,40,F,,European
LALDC505993603,20020,31,F,,European
LALDC505995701,20005,25,F,,European
LALDC505998335,20001,57,M,,European
LALDC505999621,20003,34,M,,European
LALDC506001775,20036,33,M,,
LALDC506004242,20032,65,F,Protestant,Likely African-American
LALDC506006982,20008,34,F,,East and South Asian
LALDC506008542,20018,68,M,,Likely African-American
LALDC506011518,20002,77,M,Protestant,European
LALDC506016012,20020,52,F,,Likely African-American
LALDC506017757,20036,71,M,,European
LALDC506021475,20020,26,F,,Likely African-American
LALDC506022217,20017,32,M,,East and South Asian
LALDC506029278,20020,28,M,,Likely African-American
LALDC506031102,20011,29,F,,Hispanic and Portuguese
LALDC519085371,20009,28,M,,European
LALDC519088484,20001,46,M,,European
LALDC519091226,20011,50,M,,Likely African-American
LALDC537039471,20002,45,M,,European
LALDC537041106,20019,23,M,,Likely African-American
LALDC537049736,20036,29,M,,European
LALDC548078799,20001,42,M,Jewish,
